Date,Amount,Currency,Description,Category,Sub Category,Paid By
01/11/2024,22.52,GBP,Booth,Food & Drinks,Grocery,
01/11/2024,15.20,GBP,Resturant ,Food & Drinks,Eating Out,
01/11/2024,4.00,GBP,Bus,Vacation,Travel,
01/11/2024,2.64,GBP,Sainsbury,Food & Drinks,Grocery,
01/11/2024,8.98,GBP,Cornershop,Other,Shopping,
01/11/2024,8.97,GBP,Cornershop,Other,Shopping,
01/11/2024,2.60,GBP,Sainsbury,Food & Drinks,Grocery,
02/11/2024,67.50,GBP,Bowness Cruise,Vacation,Attraction,
02/11/2024,8.00,GBP,Bus,Vacation,Travel,
02/11/2024,51.25,GBP,Boatman cafe,Other,Shopping,
03/11/2024,9.86,GBP,Sainsbury ,Food & Drinks,Grocery,
03/11/2024,11.60,GBP,Taxi,Transportation,Transport_Local,
05/11/2024,1.59,GBP,Google,Entertainment,Subscription,
05/11/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
05/11/2024,10.00,GBP,Parentpay,Food & Drinks,Grocery,
06/11/2024,1200.00,GBP,Rent,Housing,Rent,
06/11/2024,6.00,GBP,Bus,Transportation,Transport_Local,
06/11/2024,11.20,GBP,Snappysnap,Other,Miscellaneous,
06/11/2024,13.49,GBP,Boots,Personal care,Miscellaneous,
06/11/2024,3.38,GBP,SPAR,Food & Drinks,Grocery,
06/11/2024,5.55,GBP,Sainsbury ,Food & Drinks,Grocery,
06/11/2024,1.25,GBP,Greegs,Food & Drinks,Take aways,
08/11/2024,5.50,GBP,Bus,Transportation,Transport_Local,
08/11/2024,1.15,GBP,SPAR,Food & Drinks,Grocery,
08/11/2024,2.50,GBP,Greegs,Food & Drinks,Take aways,
08/11/2024,2.50,GBP,M&S,Other,Miscellaneous,
08/11/2024,3.25,GBP,M&S,Food & Drinks,Take aways,
08/11/2024,7.40,GBP,Cafe Nero,Food & Drinks,Take aways,
08/11/2024,32.70,GBP,Burger King,Food & Drinks,Take aways,
08/11/2024,11.80,GBP,Taxi,Transportation,Transport_Local,
09/11/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
09/11/2024,10.97,GBP,Amazon ,Other,Miscellaneous,
09/11/2024,5.50,GBP,Bus,Transportation,Transport_Local,
09/11/2024,2.00,GBP,Primark,Other,Shopping,
09/11/2024,15.00,GBP,Next,Personal care,Clothing(other),
09/11/2024,2.75,GBP,Sainsbury ,Food & Drinks,Grocery,
09/11/2024,18.42,GBP,M&S,Food & Drinks,Grocery,
09/11/2024,18.99,GBP,Tariq Halal,Food & Drinks,Grocery,
09/11/2024,9.50,GBP,Tesco,Housing,Household Product,
09/11/2024,51.52,GBP,Tesco,Food & Drinks,Grocery,
10/11/2024,39.16,GBP,B&M,Housing,Household Product,
10/11/2024,34.20,GBP,Exotic,Food & Drinks,Grocery,
11/11/2024,2.10,GBP,Parentpay,Food & Drinks,Eating Out,
11/11/2024,35.00,GBP,Sky Digital,Utility,TV & Broadband,
12/11/2024,2.36,GBP,Parentpay ,Food & Drinks,Grocery,
12/11/2024,3.98,GBP,SPAR,Food & Drinks,Grocery,
12/11/2024,8.75,GBP,Amazon ,Personal care,Clothing(other),
13/11/2024,10.00,GBP,Parentpay,Food & Drinks,Grocery,
13/11/2024,53.00,GBP,Sky TV,Utility,TV & Broadband,
13/11/2024,2.25,GBP,Sainsbury,Food & Drinks,Take aways,
14/11/2024,2.64,GBP,SPAR,Food & Drinks,Grocery,
14/11/2024,2.00,GBP,Primark,Other,Shopping,
15/11/2024,3.87,GBP,SPAR,Food & Drinks,Grocery,
15/11/2024,13.25,GBP,TV License ,Entertainment,Subscription,
15/11/2024,175.00,GBP,Reading Council,Housing,Council Tax,
15/11/2024,7.97,GBP,SPAR,Food & Drinks,Grocery,
16/11/2024,9.99,GBP,Amazon ,Other,Shopping,
16/11/2024,2.46,GBP,Amazon ,Personal care,Miscellaneous,
16/11/2024,5.50,GBP,Bus,Transportation,Transport_Local,
16/11/2024,7.99,GBP,Tk Max,Housing,Household Product,
16/11/2024,10.79,GBP,Pret,Food & Drinks,Eating Out,
16/11/2024,34.93,GBP,Sainsbury,Food & Drinks,Grocery,
16/11/2024,18.39,GBP,Amazon ,Housing,Household Product,
17/11/2024,23.80,GBP,Costa,Food & Drinks,Eating Out,
17/11/2024,34.99,GBP,Exotic,Food & Drinks,Grocery,
17/11/2024,3.28,GBP,SPAR,Food & Drinks,Grocery,
18/11/2024,12.00,GBP,M&S,Personal care,Clothing(other),
18/11/2024,1.60,GBP,SPAR,Food & Drinks,Grocery,
20/11/2024,10.00,GBP,Parentpay ,Food & Drinks,Grocery,
20/11/2024,6.00,GBP,Bus,Transportation,Transport_Local,
21/11/2024,3.24,GBP,SPAR,Food & Drinks,Grocery,
21/11/2024,4.30,GBP,Sainsbury,Food & Drinks,Grocery,
21/11/2024,1.69,GBP,SPAR,Food & Drinks,Grocery,
22/11/2024,8.49,GBP,Tesco,Housing,Household Product,
22/11/2024,49.60,GBP,Tesco,Food & Drinks,Grocery,
22/11/2024,34.62,GBP,Exotic,Food & Drinks,Grocery,
22/11/2024,12.97,GBP,Tariq Halal,Food & Drinks,Grocery,
23/11/2024,3.00,GBP,SPAR,Housing,Household Product,
23/11/2024,3.82,GBP,SPAR,Food & Drinks,Grocery,
23/11/2024,4.99,GBP,Google play,Other,Miscellaneous,
24/11/2024,1.38,GBP,SPAR,Food & Drinks,Grocery,
25/11/2024,10.00,GBP,Parentpay ,Food & Drinks,Grocery,
25/11/2024,5.00,GBP,Lyca,Utility,Phone Bill,
26/11/2024,10.00,GBP,Lyca,Utility,Phone Bill,
27/11/2024,2.25,GBP,Sainsbury,Food & Drinks,Grocery,
28/11/2024,10.00,GBP,Parentpay ,Food & Drinks,Grocery,
28/11/2024,115.98,GBP,Octopus,Utility,Gas & Electricity,
28/11/2024,3.24,GBP,SPAR,Food & Drinks,Grocery,
29/11/2024,12.99,GBP,Youtube,Entertainment,Subscription,
29/11/2024,9.00,GBP,EE,Utility,Phone Bill,
29/11/2024,34.00,GBP,DVLA,Other,Miscellaneous,
29/11/2024,6.99,GBP,Amees Kitchen,Food & Drinks,Take aways,
30/11/2024,5.50,GBP,Bus,Transportation,Transport_Local,
30/11/2024,50.05,GBP,Train to London,Transportation,Transport_Other,
30/11/2024,12.60,GBP,Pret,Food & Drinks,Take aways,
30/11/2024,19.72,GBP,Deliveroo,Food & Drinks,Eating Out,
30/11/2024,200.00,GBP,India a/c,Saving,Saving,
01/12/2024,7.05,GBP,Tesco,Personal care,Miscellaneous,
01/12/2024,7.35,GBP,Tesco,Housing,Household Product,
01/12/2024,20.59,GBP,Tesco,Food & Drinks,Grocery,
01/12/2024,15.77,GBP,Tariq Halal,Food & Drinks,Grocery,
01/12/2024,8.99,GBP,Amazon prime,Entertainment,Subscription,
01/12/2024,19.74,GBP,Exotic,Food & Drinks,Grocery,
04/12/2024,5.98,GBP,Sainsbury,Food & Drinks,Grocery,
05/12/2024,10.00,GBP,ParentPay,Food & Drinks,Grocery,
05/12/2024,1.59,GBP,Google One,Other,Miscellaneous,
05/12/2024,3.98,GBP,SPAR,Food & Drinks,Grocery,
05/12/2024,4.00,GBP,Bus,Transportation,Transport_Local,
05/12/2024,1.20,GBP,Sainsbury,Food & Drinks,Take aways,
06/12/2024,1200.00,GBP,Rent,Housing,Rent,
06/12/2024,4.85,GBP,Pret,Food & Drinks,Take aways,
06/12/2024,2.99,GBP,SPAR,Food & Drinks,Grocery,
06/12/2024,12.65,GBP,Amazon,Other,Miscellaneous,
09/12/2024,35.00,GBP,Sky Digital,Utility,TV & Broadband,
09/12/2024,2.25,GBP,Sainsbury,Food & Drinks,Take aways,
09/12/2024,42.73,GBP,Exotic,Food & Drinks,Grocery,
09/12/2024,7.58,GBP,Superdrug,Other,Shopping,
09/12/2024,63.78,GBP,Tesco,Food & Drinks,Grocery,
09/12/2024,12.69,GBP,Tk Max,Other,Miscellaneous,
09/12/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
09/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
10/12/2024,4.28,GBP,SPAR,Food & Drinks,Grocery,
11/12/2024,10.00,GBP,ParentPay,Food & Drinks,Grocery,
11/12/2024,2.25,GBP,Sainsbury,Food & Drinks,Grocery,
12/12/2024,53.00,GBP,SKY TV,Utility,TV & Broadband,
12/12/2024,6.58,GBP,Amees Kitchen,Food & Drinks,Take aways,
12/12/2024,1.98,GBP,Bestfood,Food & Drinks,Grocery,
12/12/2024,3.98,GBP,Card Factory,Other,Miscellaneous,
12/12/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
12/12/2024,5.75,GBP,Sainsbury,Food & Drinks,Grocery,
12/12/2024,4.00,GBP,Bus,Transportation,Transport_Local,
12/12/2024,1.99,GBP,Wenxels,Food & Drinks,Take aways,
13/12/2024,4.08,GBP,Sainsbury,Food & Drinks,Grocery,
16/12/2024,2.10,GBP,ParentPay,Food & Drinks,Grocery,
16/12/2024,15.00,GBP,TV License,Entertainment,Subscription,
16/12/2024,175.00,GBP,Reading Council,Housing,Council Tax,
16/12/2024,3.00,GBP,SPAR,Food & Drinks,Grocery,
16/12/2024,7.75,GBP,Tariq Halal,Food & Drinks,Grocery,
16/12/2024,35.34,GBP,Tesco,Food & Drinks,Grocery,
16/12/2024,6.17,GBP,Tesco,Food & Drinks,Grocery,
16/12/2024,819.60,GBP,Star Tour,Vacation,Sightseeing,
16/12/2024,25.97,GBP,Madras Flavour,Food & Drinks,Eating Out,
16/12/2024,1.25,GBP,Poundland,Other,Shopping,
16/12/2024,6.00,GBP,Sainsbury,Food & Drinks,Grocery,
16/12/2024,3.59,GBP,Sainsbury,Food & Drinks,Grocery,
16/12/2024,2.79,GBP,SPAR,Food & Drinks,Grocery,
16/12/2024,2.48,GBP,KOREA Foods,Food & Drinks,Grocery,
16/12/2024,38.00,GBP,IKEA,Housing,Household Product,
16/12/2024,22.51,GBP,Exotic,Food & Drinks,Grocery,
16/12/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
16/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
17/12/2024,23.00,GBP,DVSA,Other,Miscellaneous,
17/12/2024,39.48,GBP,VFS VISA FEE,Vacation,Visa,
17/12/2024,2.99,GBP,Miniso,Other,Shopping,
17/12/2024,4.43,GBP,Amees Kitchen,Food & Drinks,Take aways,
18/12/2024,10.00,GBP,ParentPay,Food & Drinks,Grocery,
18/12/2024,6.25,GBP,Sainsbury,Food & Drinks,Grocery,
19/12/2024,2.84,GBP,SPAR,Food & Drinks,Grocery,
19/12/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
20/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
20/12/2024,29.40,GBP,Entertainer,Other,Miscellaneous,
20/12/2024,19.57,GBP,Popeyes,Food & Drinks,Eating Out,
20/12/2024,16.99,GBP,Amazon,Personal care,Clothing(other),
23/12/2024,29.64,GBP,Sainsbury,Food & Drinks,Grocery,
23/12/2024,1.59,GBP,Google One,Other,Miscellaneous,
23/12/2024,2.49,GBP,Google One,Other,Miscellaneous,
23/12/2024,0.60,GBP,SPAR,Food & Drinks,Grocery,
23/12/2024,10.29,GBP,John Lewis,Personal care,Clothing(other),
23/12/2024,48.05,GBP,M&S,Food & Drinks,Grocery,
23/12/2024,3.50,GBP,Unit 11,Other,Shopping,
23/12/2024,4.00,GBP,Linns Amusements,Other,Miscellaneous,
23/12/2024,1.29,GBP,SPAR,Food & Drinks,Grocery,
23/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
23/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
24/12/2024,2.10,GBP,ParentPay,Food & Drinks,Grocery,
24/12/2024,57.42,GBP,Tesco,Food & Drinks,Grocery,
24/12/2024,2.00,GBP,Bus,Transportation,Transport_Local,
24/12/2024,8.98,GBP,SPAR,Food & Drinks,Grocery,
24/12/2024,10.00,GBP,Lyca,Utility,Phone Bill,
27/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
27/12/2024,5.00,GBP,Tesco,Transportation,Transport_Local,
27/12/2024,5.10,GBP,Tesco,Food & Drinks,Grocery,
27/12/2024,17.62,GBP,Exotic,Food & Drinks,Grocery,
27/12/2024,4.98,GBP,SPAR,Food & Drinks,Grocery,
27/12/2024,23.72,GBP,Gorge Café,Food & Drinks,Eating Out,
27/12/2024,2.50,GBP,SPAR,Food & Drinks,Take aways,
27/12/2024,4.28,GBP,SPAR,Food & Drinks,Take aways,
27/12/2024,5.50,GBP,Bus,Transportation,Transport_Local,
27/12/2024,30.19,GBP,Deichman,Personal care,Clothing(other),
27/12/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
27/12/2024,19.95,GBP,McD,Food & Drinks,Eating Out,
27/12/2024,5.00,GBP,Lyca,Utility,Phone Bill,
30/12/2024,115.98,GBP,Octopus,Utility,Gas & Electricity,
30/12/2024,45.00,GBP,Charles Tyrwhitt,Personal care,Clothing(own),
30/12/2024,57.93,GBP,Holister,Personal care,Clothing(own),
30/12/2024,12.99,GBP,Google,Entertainment,Subscription,
30/12/2024,9.00,GBP,EE,Utility,Phone Bill,
30/12/2024,10.00,GBP,Bus,Transportation,Transport_Local,
30/12/2024,50.20,GBP,River Island,Personal care,Clothing(own),
30/12/2024,49.00,GBP,River Island,Personal care,Clothing(other),
30/12/2024,28.15,GBP,NEXT,Personal care,Clothing(own),
30/12/2024,30.00,GBP,NEXT,Personal care,Clothing(other),
30/12/2024,20.10,GBP,M&S,Personal care,Clothing(own),
30/12/2024,27.00,GBP,M&S,Personal care,Clothing(other),
30/12/2024,15.56,GBP,McD,Food & Drinks,Take aways,
01/01/2025,15.27,GBP,Lidl,Food & Drinks,Grocery,
01/01/2025,11.39,GBP,Noon Sweets,Food & Drinks,Take aways,
01/01/2025,30.59,GBP,Exotic,Food & Drinks,Grocery,
01/01/2025,18.39,GBP,Tesco,Housing,Household Product,
01/01/2025,49.93,GBP,Tesco,Food & Drinks,Grocery,
02/01/2025,8.99,GBP,Amazon Prime,Entertainment,Subscription,
02/01/2025,5.67,GBP,SPAR,Food & Drinks,Grocery,
02/01/2025,5.50,GBP,Bus,Transportation,Transport_Local,
02/01/2025,12.00,GBP,Bus,Transportation,Transport_Other,
02/01/2025,8.50,GBP,Café,Food & Drinks,Take aways,
02/01/2025,17.00,GBP,River & Rowing M,Other,Shopping,
02/01/2025,1.75,GBP,Sainsbury,Food & Drinks,Grocery,
03/01/2025,10.19,GBP,Boots,Personal care,Miscellaneous,
03/01/2025,10.00,GBP,Taxi,Transportation,Transport_Local,
03/01/2025,15.40,GBP,M&S,Food & Drinks,Take aways,
03/01/2025,5.50,GBP,Bus,Transportation,Transport_Local,
03/01/2025,18.16,GBP,Burger King,Food & Drinks,Eating Out,
03/01/2025,1.59,GBP,Google One,Other,Miscellaneous,
04/01/2025,4.00,GBP,Bus,Transportation,Transport_Local,
04/01/2025,14.30,GBP,Bestfood,Food & Drinks,Grocery,
04/01/2025,25.55,GBP,Boots,Personal care,Miscellaneous,
04/01/2025,8.68,GBP,Sainsbury,Food & Drinks,Grocery,
04/01/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
05/01/2025,2.49,GBP,SPAR,Food & Drinks,Grocery,
05/01/2025,9.76,GBP,SPAR,Food & Drinks,Grocery,
06/01/2025,1200.00,GBP,Rent,Housing,Rent,
06/01/2025,3.59,GBP,Sainsbury,Food & Drinks,Take aways,
07/01/2025,5.00,GBP,Amees Kitchen,Food & Drinks,Take aways,
08/01/2025,6.38,GBP,SPAR,Food & Drinks,Grocery,
09/01/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
09/01/2025,35.00,GBP,Sky Digital ,Utility,TV & Broadband,
09/01/2025,2.00,GBP,SPAR,Food & Drinks,Grocery,
09/01/2025,3.99,GBP,Google app,Other,Miscellaneous,
11/01/2025,5.50,GBP,Bus,Transportation,Transport_Local,
11/01/2025,31.78,GBP,Boots,Personal care,Miscellaneous,
11/01/2025,36.40,GBP,Tanantan,Food & Drinks,Eating Out,
11/01/2025,4.15,GBP,Museum ,Food & Drinks,Take aways,
11/01/2025,11.22,GBP,Tariq Halal,Food & Drinks,Grocery,
11/01/2025,6.00,GBP,Tesco,Housing,Household Product,
11/01/2025,37.08,GBP,Tesco,Food & Drinks,Grocery,
11/01/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
12/01/2025,5.27,GBP,SPAR,Food & Drinks,Grocery,
12/01/2025,44.85,GBP,Exotic,Food & Drinks,Grocery,
14/01/2025,53.00,GBP,Sky Tv,Utility,TV & Broadband,
15/01/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
15/01/2025,15.00,GBP,TV Licence ,Entertainment,Subscription,
15/01/2025,175.00,GBP,Council,Housing,Council Tax,
15/01/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
16/01/2025,1.85,GBP,SPAR,Food & Drinks,Grocery,
16/01/2025,1.79,GBP,Sainsbury,Food & Drinks,Grocery,
17/01/2025,4.75,GBP,Sainsbury,Food & Drinks,Grocery,
17/01/2025,16.89,GBP,Tariq Halal,Food & Drinks,Grocery,
17/01/2025,15.05,GBP,Tesco,Housing,Household Product,
17/01/2025,3.40,GBP,Tesco,Personal care,Miscellaneous,
17/01/2025,57.26,GBP,Tesco,Food & Drinks,Grocery,
18/01/2025,32.15,GBP,B&M,Housing,Household Product,
18/01/2025,32.51,GBP,Exotic,Food & Drinks,Grocery,
18/01/2025,49.00,GBP,B&M,Housing,Household Product,
19/01/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
20/01/2025,2.10,GBP,ParentPay,Food & Drinks,Grocery,
20/01/2025,6.13,GBP,Sainsbury,Food & Drinks,Take aways,
21/01/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
21/01/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
21/01/2025,6.48,GBP,Amees Kitchen,Food & Drinks,Take aways,
21/01/2025,22.40,GBP,Amazon,Other,Miscellaneous,
23/01/2025,10.00,GBP,Lyca,Utility,Phone Bill,
23/01/2025,2.50,GBP,Bus,Transportation,Transport_Local,
24/01/2025,5.00,GBP,Lyca,Utility,Phone Bill,
24/01/2025,3.98,GBP,SPAR,Food & Drinks,Grocery,
24/01/2025,10.00,GBP,Tariq Halal,Food & Drinks,Grocery,
24/01/2025,4.30,GBP,Tesco,Personal care,Miscellaneous,
24/01/2025,6.78,GBP,Tesco,Housing,Household Product,
24/01/2025,52.27,GBP,Tesco,Food & Drinks,Grocery,
25/01/2025,5.50,GBP,Bus,Transportation,Transport_Local,
25/01/2025,20.85,GBP,M&S,Food & Drinks,Grocery,
25/01/2025,19.53,GBP,Exotic,Food & Drinks,Grocery,
27/01/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
28/01/2025,81.57,GBP,Octopus ,Utility,Gas & Electricity,
28/01/2025,9.00,GBP,EE,Utility,Phone Bill,
28/01/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
29/01/2025,4.00,GBP,Bus,Transportation,Transport_Local,
29/01/2025,4.29,GBP,SSP,Food & Drinks,Take aways,
29/01/2025,1.55,GBP,Sainsbury,Food & Drinks,Take aways,
29/01/2025,6.30,GBP,Zettle,Food & Drinks,Take aways,
29/01/2025,26.00,GBP,Train,Transportation,Transport_Office,
31/01/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
30/01/2025,12.99,GBP,Google ,Entertainment,Subscription,
30/01/2025,3.28,GBP,SPAR,Food & Drinks,Grocery,
31/01/2025,100.00,GBP,India a/c,Saving,Saving,
01/02/2025,55.22,GBP,Tesco,Food & Drinks,Grocery,
01/02/2025,8.99,GBP,Prime,Entertainment,Subscription,
01/02/2025,1.75,GBP,SPAR,Food & Drinks,Take aways,
01/02/2025,22.00,GBP,barber ,Personal care,Miscellaneous,
01/02/2025,6.77,GBP,SPAR,Food & Drinks,Grocery,
01/02/2025,21.49,GBP,Amazon,Personal care,Clothing(other),
02/02/2025,5.50,GBP,Bus,Transportation,Transport_Local,
02/02/2025,50.97,GBP,SnappySnap,Vacation,Visa,
02/02/2025,24.99,GBP,Madras Flavour,Food & Drinks,Eating Out,
02/02/2025,51.07,GBP,Exotic,Food & Drinks,Grocery,
04/02/2025,3.75,GBP,Sainsbury,Food & Drinks,Grocery,
04/02/2025,64.56,GBP,Insurance,Vacation,Insurance,
05/02/2025,1.59,GBP,Google ,Entertainment,Subscription,
05/02/2025,3.84,GBP,SPAR,Food & Drinks,Grocery,
06/02/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
06/02/2025,1200.00,GBP,Rent,Housing,Rent,
06/02/2025,4.00,GBP,Bus,Transportation,Transport_Local,
06/02/2025,17.50,GBP,SnappySnap,Vacation,Visa,
06/02/2025,21.30,GBP,M&S,Food & Drinks,Take aways,
07/02/2025,2.49,GBP,Google ,Entertainment,Subscription,
07/02/2025,12.35,GBP,Tariq Halal,Food & Drinks,Grocery,
07/02/2025,3.00,GBP,Tesco,Housing,Household Product,
07/02/2025,78.01,GBP,Tesco,Food & Drinks,Grocery,
08/02/2025,26.79,GBP,Exotic,Food & Drinks,Grocery,
08/02/2025,3.98,GBP,SPAR,Food & Drinks,Grocery,
10/02/2025,35.00,GBP,Sky,Utility,TV & Broadband,
11/02/2025,5.00,GBP,Poundland,Other,Miscellaneous,
11/02/2025,0.27,GBP,Sainsbury,Food & Drinks,Grocery,
11/02/2025,4.48,GBP,SPAR,Food & Drinks,Grocery,
12/02/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
12/02/2025,53.00,GBP,SkyTV,Utility,TV & Broadband,
12/02/2025,2.49,GBP,Google ,Entertainment,Subscription,
12/02/2025,195.45,GBP,Visa,Vacation,Visa,
12/02/2025,43.00,GBP,Photocopy,Vacation,Visa,
12/02/2025,10.00,GBP,Bus,Transportation,Transport_Local,
12/02/2025,5.50,GBP,SnappySnap,Vacation,Visa,
12/02/2025,2.89,GBP,SPAR,Food & Drinks,Grocery,
12/02/2025,29.42,GBP,Pret,Food & Drinks,Eating Out,
12/02/2025,50.05,GBP,Train to London,Transportation,Transport_other,
13/02/2025,5.00,GBP,Amees Kitchen,Food & Drinks,Take aways,
13/02/2025,0.25,GBP,Sainsbury,Food & Drinks,Grocery,
14/02/2025,16.99,GBP,Tariq Halal,Food & Drinks,Grocery,
14/02/2025,7.50,GBP,Tesco,Housing,Household Product,
14/02/2025,9.75,GBP,Tesco,Other,Shopping,
14/02/2025,42.55,GBP,Tesco,Food & Drinks,Grocery,
16/02/2025,2.28,GBP,SPAR,Food & Drinks,Grocery,
16/02/2025,7.00,GBP,Primark,Other,Miscellaneous,
16/02/2025,22.50,GBP,McD,Food & Drinks,Eating Out,
16/02/2025,5.50,GBP,Bus,Transportation,Transport_Local,
16/02/2025,4.00,GBP,Exotic,Housing,Household Product,
16/02/2025,21.97,GBP,Exotic,Food & Drinks,Grocery,
17/02/2025,15.00,GBP,Tv Licence ,Entertainment,Subscription,
17/02/2025,175.00,GBP,Reading council ,Housing,Council Tax,
18/02/2025,7.00,GBP,Primark,Other,Miscellaneous,
19/02/2025,7.92,GBP,SPAR,Food & Drinks,Grocery,
19/02/2025,29.99,GBP,Amazon,Other,Miscellaneous,
20/02/2025,22.40,GBP,Amazon,Personal care,Clothing(other),
20/02/2025,36.94,GBP,ASDA,Food & Drinks,Grocery,
21/02/2025,6.66,GBP,SPAR,Food & Drinks,Grocery,
21/02/2025,2.58,GBP,SPAR,Food & Drinks,Grocery,
22/02/2025,10.00,GBP,Lyca,Utility,Phone Bill,
22/02/2025,8.02,GBP,Amazon,Housing,Household Product,
22/02/2025,5.50,GBP,Bus,Transportation,Transport_Local,
22/02/2025,30.51,GBP,Tesco,Food & Drinks,Grocery,
22/02/2025,10.10,GBP,Tesco,Other,Shopping,
22/02/2025,5.38,GBP,Tesco,Housing,Household Product,
22/02/2025,12.55,GBP,Tesco,Food & Drinks,Grocery,
22/02/2025,18.48,GBP,Exotic,Food & Drinks,Grocery,
22/02/2025,73.35,GBP,Zizza,Food & Drinks,Eating Out,
23/02/2025,5.97,GBP,SPAR,Food & Drinks,Grocery,
23/02/2025,5.00,GBP,Lyca,Utility,Phone Bill,
25/02/2025,0.62,GBP,Sainsbury,Food & Drinks,Take aways,
25/02/2025,2.50,GBP,Bus,Transportation,Transport_Local,
25/02/2025,0.80,GBP,SPAR,Food & Drinks,Grocery,
25/02/2025,8.12,GBP,Amees Kitchen,Food & Drinks,Take aways,
26/02/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
26/02/2025,4.00,GBP,Bus,Transportation,Transport_Local,
26/02/2025,2.65,GBP,Gather,Food & Drinks,Take aways,
26/02/2025,8.30,GBP,Greegs,Food & Drinks,Take aways,
26/02/2025,26.00,GBP,Train to office,Transportation,Transport_office,
27/02/2025,9.00,GBP,EE,Utility,Phone Bill,
28/02/2025,81.57,GBP,Octopus ,Utility,Gas & Electricity,
28/02/2025,1000.00,GBP,India a/c,Saving,Saving,
28/02/2025,5.20,GBP,Boots,Personal care,Miscellaneous,
28/02/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
01/03/2025,12.99,GBP,Youtube,Entertainment,Subscription,
01/03/2025,8.99,GBP,Prime,Entertainment,Subscription,
01/03/2025,5.50,GBP,Bus,Transportation,Transport_Local,
01/03/2025,27.73,GBP,Exotic,Food & Drinks,Grocery,
01/03/2025,12.83,GBP,Tariq Halal,Food & Drinks,Grocery,
01/03/2025,12.00,GBP,Tesco,Housing,Household Product,
01/03/2025,49.78,GBP,Tesco,Food & Drinks,Grocery,
01/03/2025,61.70,GBP,Tullys,Vacation,Attraction,
01/03/2025,401.25,GBP,StarTour,Vacation,Sightseeing,
01/03/2025,309.00,GBP,EuroStar,Vacation,Travel,
01/03/2025,9.47,GBP,SPAR,Food & Drinks,Grocery,
02/03/2025,5.50,GBP,Bus,Transportation,Transport_Local,
02/03/2025,5.36,GBP,Bestfood,Food & Drinks,Grocery,
02/03/2025,6.50,GBP,Poundland,Other,Shopping,
02/03/2025,6.49,GBP,Superdrug,Personal care,Miscellaneous,
02/03/2025,2.50,GBP,M&A,Food & Drinks,Take aways,
04/03/2025,17.95,GBP,Amazon ,Personal care,Clothing(other),
04/03/2025,10.00,GBP,ParentPay,Food & Drinks,Grocery,
05/03/2025,4.39,GBP,Wenzels,Food & Drinks,Take aways,
05/03/2025,5.50,GBP,Bus,Transportation,Transport_Local,
05/03/2025,1.59,GBP,Google One,Other,Miscellaneous,
06/03/2025,1.39,GBP,SPAR,Food & Drinks,Grocery,
06/03/2025,2.90,GBP,Cafe Nero,Food & Drinks,Take aways,
06/03/2025,8.97,GBP,SPAR,Food & Drinks,Grocery,
06/03/2025,1200.00,GBP,Rent,Housing,Rent,
07/03/2025,101.12,GBP,Disneyland ,Vacation,Attraction,
09/03/2025,22.50,GBP,Movie ,Entertainment,Entry fee ,
09/03/2025,26.00,GBP,Madras Flavour,Food & Drinks,Eating Out,
10/03/2025,128.67,GBP,Trainline (Koln to munich),Vacation,Travel,
10/03/2025,20.58,GBP,Holland and barrat,Personal care,Miscellaneous,
10/03/2025,5.50,GBP,Bus,Transportation,Transport_Local,
10/03/2025,2.50,GBP,M&S,Food & Drinks,Grocery,
10/03/2025,8.84,GBP,SPAR,Food & Drinks,Grocery,
10/03/2025,21.41,GBP,Exotic ,Food & Drinks,Grocery,
10/03/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
10/03/2025,1.35,GBP,SPAR,Food & Drinks,Grocery,
10/03/2025,52.50,GBP,Eurostar(brussel to Koln),Vacation,Travel,
10/03/2025,151.00,GBP,Eurostar(london to brussel),Vacation,Travel,
10/03/2025,88.00,GBP,Red,Other,Miscellaneous,
