Date,Amount,Currency,Description,Category,Sub Category,Paid By
15/02/2024,1.20,GBP,Greegs,Food & Drinks,Take aways,
15/02/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
17/02/2024,30.00,GBP,Railcard,Transportation,Transport_Railcard,
17/02/2024,5.50,GBP,Bus,Transportation,Transport_Local,
17/02/2024,5.00,GBP,Greegs,Food & Drinks,Take aways,
17/02/2024,11.28,GBP,Amazon,Personal care,Clothing(Other),
17/02/2024,8.00,GBP,Primark,Housing,Household Product,
17/02/2024,21.00,GBP,Deliveroo,Food & Drinks,Take aways,
17/02/2024,11.77,GBP,Tesco,Housing,Household Product,
17/02/2024,23.79,GBP,Tesco,Food & Drinks,Grocery,
17/02/2024,12.15,GBP,Tariq Halal,Food & Drinks,Grocery,
18/02/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
18/02/2024,8.00,GBP,Exotic,Personal care,Miscellaneous,
18/02/2024,35.00,GBP,Exotic,Food & Drinks,Grocery,
20/02/2024,9.33,GBP,SPAR,Food & Drinks,Grocery,
21/02/2024,3.40,GBP,Bus,Transportation,Transport_Local,
21/02/2024,7.99,GBP,Itsu,Food & Drinks,Take aways,
21/02/2024,62.39,GBP,Amazon,Other,Miscellaneous,
22/02/2024,3.40,GBP,Bus,Transportation,Transport_Local,
22/02/2024,11.76,GBP,SPAR,Food & Drinks,Grocery,
23/02/2024,2.00,GBP,Bus,Transportation,Transport_Local,
24/02/2024,27.77,GBP,Deliveroo,Food & Drinks,Eating Out,
24/02/2024,6.39,GBP,SPAR,Food & Drinks,Grocery,
25/02/2024,20.00,GBP,Muffin Bread,Food & Drinks,Eating Out,
25/02/2024,8.00,GBP,Poundland,Other,Shopping,
25/02/2024,9.25,GBP,Poundland,Housing,Household Product,
25/02/2024,2.58,GBP,Bestfood,Food & Drinks,Grocery,
25/02/2024,4.99,GBP,Tariq Halal,Food & Drinks,Grocery,
25/02/2024,3.50,GBP,Exotic,Housing,Household Product,
25/02/2024,17.00,GBP,Exotic,Food & Drinks,Grocery,
25/02/2024,5.34,GBP,SPAR,Food & Drinks,Grocery,
25/02/2024,8.99,GBP,Amazon,Other,Shopping,
26/02/2024,3.40,GBP,Bus,Transportation,Transport_Local,
26/02/2024,6.83,GBP,Amees kitchen,Food & Drinks,Take aways,
26/02/2024,2.50,GBP,Exotic,Housing,Household Product,
26/02/2024,24.60,GBP,Exotic,Food & Drinks,Grocery,
27/02/2024,3.40,GBP,Bus,Transportation,Transport_Local,
27/02/2024,5.99,GBP,Pret,Food & Drinks,Take aways,
27/02/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
28/02/2024,1.50,GBP,SPAR,Housing,Household Product,
28/02/2024,2.85,GBP,SPAR,Food & Drinks,Grocery,
28/02/2024,115.98,GBP,Octopus ,Utility,Gas & Electricity,
29/02/2024,100.00,GBP,Madhu,Allowance,Allowance_spouse,
29/02/2024,500.00,GBP,India a/c,Saving,Saving,
29/02/2024,4.00,GBP,Bus,Transportation,Transport_Local,
29/02/2024,800.00,GBP,India a/c,Saving,Saving,
01/03/2024,13.00,GBP,Google,Entertainment,Subscription,
01/03/2024,6.56,GBP,SPAR,Food & Drinks,Grocery,
01/03/2024,8.99,GBP,Prime,Entertainment,Subscription,
01/03/2024,4.00,GBP,Bus,Transportation,Transport_Local,
01/03/2024,40.00,GBP,Thames Water,Utility,Water,
02/03/2024,8.99,GBP,Amazon Prime,Entertainment,Subscription,
02/03/2024,3.40,GBP,Bus,Transportation,Transport_Local,
02/03/2024,3.25,GBP,Tesco,Personal care,Miscellaneous,
02/03/2024,5.45,GBP,Tesco,Housing,Household Product,
02/03/2024,47.04,GBP,Tesco,Food & Drinks,Grocery,
02/03/2024,14.58,GBP,Tariq Halal,Food & Drinks,Grocery,
02/03/2024,5.99,GBP,Exotic,Food & Drinks,Grocery,
02/03/2024,5.98,GBP,SPAR,Food & Drinks,Take aways,
02/03/2024,18.99,GBP,Amazon,Other,Miscellaneous,
03/03/2024,9.00,GBP,EE,Utility,Phone Bill,
03/03/2024,42.31,GBP,Exotic,Food & Drinks,Grocery,
04/03/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
05/03/2024,3.64,GBP,SPAR,Food & Drinks,Grocery,
05/03/2024,1.40,GBP,Poundland,Other,Miscellaneous,
06/03/2024,1200.00,GBP,Rent,Housing,Rent,
07/03/2024,5.00,GBP,Lyca,Utility,Phone Bill,
07/03/2024,12.38,GBP,Amazon,Other,Miscellaneous,
07/03/2024,15.00,GBP,Postman,Other,Miscellaneous,
07/03/2024,5.74,GBP,SPAR,Food & Drinks,Grocery,
07/03/2024,8.99,GBP,Hoichoi,Entertainment,Subscription,
09/03/2024,5.40,GBP,Bus,Transportation,Transport_Local,
09/03/2024,9.65,GBP,Krispy kreme,Food & Drinks,Take aways,
09/03/2024,5.45,GBP,Tariq Halal,Food & Drinks,Grocery,
09/03/2024,29.34,GBP,Tesco,Food & Drinks,Grocery,
09/03/2024,18.57,GBP,Exotic,Food & Drinks,Grocery,
10/03/2024,13.00,GBP,Haircut ,Personal care,Miscellaneous,
10/03/2024,12.96,GBP,Exotic,Food & Drinks,Grocery,
10/03/2024,6.12,GBP,SPAR,Food & Drinks,Grocery,
11/03/2024,21.00,GBP,Sky Digital,Utility,TV & Broadband,
12/03/2024,96.00,GBP,Sealife,Entertainment,Entry fee,
12/03/2024,22.00,GBP,Sky tv,Utility,TV & Broadband,
12/03/2024,2.00,GBP,Bus,Transportation,Transport_Local,
13/03/2024,12.99,GBP,Amazon ,Personal care,Clothing(Other),
13/03/2024,9.47,GBP,SPAR,Food & Drinks,Grocery,
14/03/2024,4.00,GBP,SPAR,Housing,Household Product,
14/03/2024,10.45,GBP,SPAR,Food & Drinks,Grocery,
15/03/2024,167.00,GBP,council tax,Housing,Council Tax,
15/03/2024,13.24,GBP,TV license ,Entertainment,Subscription,
15/03/2024,2.00,GBP,Bus,Transportation,Transport_Local,
16/03/2024,5.00,GBP,Lyca,Utility,Phone Bill,
16/03/2024,5.50,GBP,Bus,Transportation,Transport_Local,
16/03/2024,22.47,GBP,KFC,Food & Drinks,Eating Out,
16/03/2024,9.75,GBP,Poundland,Housing,Household Product,
16/03/2024,23.00,GBP,Tesco,Housing,Household Product,
16/03/2024,2.65,GBP,Tesco,Other,Miscellaneous,
16/03/2024,49.60,GBP,Tesco,Food & Drinks,Grocery,
17/03/2024,33.00,GBP,Exotic,Food & Drinks,Grocery,
17/03/2024,4.71,GBP,Exotic,Other,Shopping,
17/03/2024,5.17,GBP,SPAR,Food & Drinks,Grocery,
18/03/2024,34.00,GBP,Holi,Entertainment,Entry fee,
18/03/2024,1.99,GBP,MicroSoft,Other,Miscellaneous,
20/03/2024,15.51,GBP,SPAR,Food & Drinks,Grocery,
20/03/2024,16.05,GBP,Temu,Housing,Household Product,
21/03/2024,2.00,GBP,Bus,Transportation,Transport_Local,
22/03/2024,6.50,GBP,Snapysnap,Other,Miscellaneous,
22/03/2024,10.43,GBP,SPAR,Food & Drinks,Grocery,
22/03/2024,2.81,GBP,Stenaline travel,Vacation,Travel,
22/03/2024,2.00,GBP,Bus,Transportation,Transport_Local,
23/03/2024,3.40,GBP,Bus,Transportation,Transport_Local,
23/03/2024,12.46,GBP,Tariq Halal,Food & Drinks,Grocery,
23/03/2024,5.50,GBP,Poundland,Other,Miscellaneous,
23/03/2024,8.00,GBP,Works,Other,Miscellaneous,
23/03/2024,23.52,GBP,Bestfood,Food & Drinks,Grocery,
23/03/2024,8.00,GBP,Tesco,Housing,Household Product,
23/03/2024,37.52,GBP,Tesco,Food & Drinks,Grocery,
24/03/2024,5.47,GBP,SPAR,Food & Drinks,Grocery,
24/03/2024,17.00,GBP,Briyanimamma,Food & Drinks,Take aways,
24/03/2024,6.00,GBP,CrispyDosa,Food & Drinks,Eating Out,
24/03/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
25/03/2024,3.40,GBP,Bus,Transportation,Transport_Local,
26/03/2024,2.00,GBP,bus,Transportation,Transport_Local,
27/03/2024,2.00,GBP,Bus,Transportation,Transport_Local,
28/03/2024,116.00,GBP,Octopus ,Utility,Gas & Electricity,
28/03/2024,1.50,GBP,SPAR,Housing,Household Product,
28/03/2024,3.80,GBP,SPAR,Food & Drinks,Grocery,
28/03/2024,5.40,GBP,Bus,Transportation,Transport_Local,
28/03/2024,2.50,GBP,Snapysnap,Other,Miscellaneous,
29/03/2024,8.00,GBP,Tesco,Housing,Household Product,
29/03/2024,34.26,GBP,Tesco,Food & Drinks,Grocery,
29/03/2024,7.50,GBP,Miniso,Other,Shopping,
29/03/2024,6.00,GBP,Tariq Halal,Food & Drinks,Grocery,
29/03/2024,30.68,GBP,Burger King,Food & Drinks,Eating Out,
29/03/2024,17.50,GBP,Flying tiger,Other,Shopping,
29/03/2024,5.40,GBP,Bus,Transportation,Transport_Local,
30/03/2024,13.38,GBP,Reading pasty shop,Food & Drinks,Take aways,
30/03/2024,7.96,GBP,Sealife,Other,Shopping,
30/03/2024,12.00,GBP,london funride,Other,Miscellaneous,
30/03/2024,3.40,GBP,Boots,Food & Drinks,Grocery,
30/03/2024,15.84,GBP,Amazon,Other,Miscellaneous,
30/03/2024,47.20,GBP,Train to london,Transportation,Transport_Other,
30/03/2024,22.00,GBP,food,Food & Drinks,Eating Out,
30/03/2024,9.80,GBP,M&S,Food & Drinks,Take aways,
30/03/2024,4.30,GBP,Benugo,Food & Drinks,Grocery,
30/03/2024,7.40,GBP,Ecsi,Food & Drinks,Take aways,
30/03/2024,5.40,GBP,Bus,Transportation,Transport_Local,
31/03/2024,160.00,GBP,Saving,Saving,Saving,
31/03/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
01/04/2024,13.06,GBP,Tariq halal,Food & Drinks,Grocery,
01/04/2024,44.38,GBP,Exotic,Food & Drinks,Grocery,
01/04/2024,4.00,GBP,Exotic,Housing,Household Product,
01/04/2024,40.00,GBP,Mom,Allowance,Allowance_Mom,
02/04/2024,40.00,GBP,Thames Water,Utility,Water,
02/04/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/04/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/04/2024,9.00,GBP,EE,Utility,Phone Bill,
02/04/2024,12.99,GBP,Youtube,Entertainment,Subscription,
02/04/2024,3.40,GBP,Bus,Transportation,Transport_Local,
02/04/2024,23.10,GBP,Train to office,Transportation,Transport_Office,
02/04/2024,5.00,GBP,sainsbury,Food & Drinks,Take aways,
03/04/2024,3.40,GBP,Bus,Transportation,Transport_Local,
03/04/2024,8.20,GBP,Greegs,Food & Drinks,Take aways,
03/04/2024,10.09,GBP,SPAR,Food & Drinks,Grocery,
05/04/2024,3.19,GBP,Amazon ,Other,Miscellaneous,
05/04/2024,8.39,GBP,Amazon ,Housing,Household Product,
06/04/2024,7.98,GBP,Amazon ,Other,Miscellaneous,
06/04/2024,5.00,GBP,Lyca,Utility,Phone Bill,
06/04/2024,5.50,GBP,Reading bus,Transportation,Transport_Local,
06/04/2024,11.00,GBP,Boots,Personal care,Miscellaneous,
06/04/2024,24.05,GBP,McD,Food & Drinks,Eating Out,
06/04/2024,15.11,GBP,Postman,Other,Miscellaneous,
06/04/2024,10.00,GBP,Tesco,Housing,Household Product,
06/04/2024,3.00,GBP,Tesco,Other,Shopping,
06/04/2024,36.09,GBP,Tesco,Food & Drinks,Grocery,
06/04/2024,1.85,GBP,SPAR,Food & Drinks,Grocery,
07/04/2024,5.50,GBP,Bus,Transportation,Transport_Local,
07/04/2024,20.00,GBP,Primark,Personal care,Clothing(other),
07/04/2024,8.00,GBP,Primark,Personal care,Clothing(other),
07/04/2024,26.95,GBP,Bestfood,Food & Drinks,Grocery,
08/04/2024,10.00,GBP,MDCS,Other,Miscellaneous,
08/04/2024,1200.00,GBP,Rent,Housing,Rent,
08/04/2024,8.99,GBP,hoichoi,Entertainment,Subscription,
09/04/2024,24.50,GBP,Sky digital,Utility,TV & Broadband,
10/04/2024,7.05,GBP,SPAR,Food & Drinks,Grocery,
10/04/2024,5.50,GBP,Reading bus,Transportation,Transport_Local,
11/04/2024,15.00,GBP,Madhu,Allowance,Allowance_Madhu,
12/04/2024,46.00,GBP,Sky Tv,Utility,TV & Broadband,
12/04/2024,128.79,GBP,Trainline (edinburgh),Vacation,Travel,
12/04/2024,6.96,GBP,SPAR,Food & Drinks,Grocery,
12/04/2024,4.20,GBP,Exotic,Housing,Household Product,
12/04/2024,53.44,GBP,Exotic,Food & Drinks,Grocery,
12/04/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
13/04/2024,9.00,GBP,Barber,Personal care,Miscellaneous,
13/04/2024,5.50,GBP,Reading bus,Transportation,Transport_Local,
13/04/2024,18.10,GBP,Tariq Halal,Food & Drinks,Grocery,
13/04/2024,3.25,GBP,Tesco,Other,Shopping,
13/04/2024,41.27,GBP,Tesco,Food & Drinks,Grocery,
15/04/2024,13.25,GBP,Tv license,Entertainment,Subscription,
15/04/2024,179.42,GBP,Council,Housing,Council Tax,
15/04/2024,23.88,GBP,Tesco,Food & Drinks,Grocery,
15/04/2024,10.55,GBP,Tesco,Housing,Household Product,
15/04/2024,3.40,GBP,Reading bus,Transportation,Transport_Local,
15/04/2024,5.00,GBP,Lyca,Utility,Phone Bill,
17/04/2024,4.89,GBP,Amazon,Personal care,Clothing(other),
17/04/2024,6.87,GBP,SPAR,Food & Drinks,Grocery,
18/04/2024,3.40,GBP,Bus,Transportation,Transport_Local,
18/04/2024,3.50,GBP,sainsbury,Food & Drinks,Take aways,
18/04/2024,2.50,GBP,SPAR,Food & Drinks,Grocery,
18/04/2024,1.99,GBP,Microsoft,Other,Miscellaneous,
19/04/2024,2.49,GBP,SPAR,Food & Drinks,Grocery,
20/04/2024,14.25,GBP,ASDA,Food & Drinks,Take aways,
20/04/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
21/04/2024,15.50,GBP,Karak chai,Food & Drinks,Eating Out,
21/04/2024,6.00,GBP,Primark,Housing,Household Product,
21/04/2024,5.50,GBP,Primark,Personal care,Clothing(other),
21/04/2024,5.50,GBP,bus,Transportation,Transport_Local,
21/04/2024,3.00,GBP,Tesco,Other,Shopping,
21/04/2024,24.04,GBP,Tesco,Food & Drinks,Grocery,
21/04/2024,28.42,GBP,Exotic,Food & Drinks,Grocery,
22/04/2024,2.00,GBP,Bus,Transportation,Transport_Local,
23/04/2024,6.93,GBP,SPAR,Food & Drinks,Grocery,
24/04/2024,5.40,GBP,Bus,Transportation,Transport_Local,
25/04/2024,6.80,GBP,Bus,Transportation,Transport_Local,
25/04/2024,13.43,GBP,SPAR,Food & Drinks,Grocery,
25/04/2024,146.77,GBP,Amazon,Other,Miscellaneous,
27/04/2024,3.40,GBP,Tesco,Personal care,Miscellaneous,
27/04/2024,6.26,GBP,Tesco,Housing,Household Product,
27/04/2024,4.92,GBP,Tesco,Food & Drinks,Grocery,
27/04/2024,19.06,GBP,Exotic,Food & Drinks,Grocery,
27/04/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
28/04/2024,27.84,GBP,Boots,Personal care,Miscellaneous,
28/04/2024,3.40,GBP,Bus,Transportation,Transport_Local,
28/04/2024,6.90,GBP,Sainsbury,Food & Drinks,Grocery,
28/04/2024,4.00,GBP,Reading quality,Food & Drinks,Grocery,
28/04/2024,400.00,GBP,Travel to India,Vacation,Travel,
29/04/2024,116.00,GBP,octopus ,Utility,Gas & Electricity,
29/04/2024,12.99,GBP,Google,Entertainment,Subscription,
30/04/2024,560.00,GBP,India ac,Saving,Saving,
01/05/2024,40.00,GBP,Thames Water,Utility,Water,
01/05/2024,8.99,GBP,Reading fish,Food & Drinks,Grocery,
01/05/2024,26.37,GBP,Exotic,Food & Drinks,Grocery,
01/05/2024,5.61,GBP,SPAR,Food & Drinks,Grocery,
01/05/2024,3.40,GBP,Bus,Transportation,Transport_Local,
01/05/2024,8.29,GBP,ITSU,Food & Drinks,Take aways,
01/05/2024,4.40,GBP,Boots,Personal care,Miscellaneous,
02/05/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/05/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/05/2024,9.00,GBP,EE,Utility,Phone Bill,
03/05/2024,2.00,GBP,Bus,Transportation,Transport_Local,
04/05/2024,10.73,GBP,SPAR,Food & Drinks,Grocery,
04/05/2024,40.00,GBP,Mom,Allowance,Allowance_Mom,
05/05/2024,5.00,GBP,Lyca,Utility,Phone Bill,
05/05/2024,26.97,GBP,Crispy Dosa,Food & Drinks,Eating Out,
05/05/2024,18.25,GBP,M&S,Food & Drinks,Take aways,
05/05/2024,13.70,GBP,sainsbury,Housing,Household Product,
05/05/2024,16.37,GBP,sainsbury,Food & Drinks,Grocery,
05/05/2024,5.50,GBP,Bus,Transportation,Transport_Local,
05/05/2024,24.34,GBP,Exotic,Food & Drinks,Grocery,
06/05/2024,15.18,GBP,Postman,Other,Miscellaneous,
06/05/2024,3.31,GBP,SPAR,Food & Drinks,Grocery,
07/05/2024,8.06,GBP,SPAR,Food & Drinks,Grocery,
07/05/2024,12.99,GBP,Amazon ,Housing,Household Product,
07/05/2024,1200.00,GBP,Rent,Housing,Rent,
08/05/2024,10.00,GBP,NDCS,Other,Miscellaneous,
09/05/2024,30.00,GBP,Sky digital,Utility,TV & Broadband,
09/05/2024,8.99,GBP,Hoichoi,Entertainment,Subscription,
09/05/2024,3.40,GBP,Bus,Transportation,Transport_Local,
09/05/2024,9.43,GBP,SPAR,Food & Drinks,Grocery,
09/05/2024,5.99,GBP,Pret,Food & Drinks,Take aways,
11/05/2024,5.50,GBP,Bus,Transportation,Transport_Local,
11/05/2024,18.05,GBP,Train to Oxford,Transportation,Transport_Vacation,
11/05/2024,19.99,GBP,Science Museum,Other,Miscellaneous,
11/05/2024,19.07,GBP,McD,Food & Drinks,Eating Out,
11/05/2024,2.99,GBP,Oxford market,Other,Shopping,
11/05/2024,11.00,GBP,Tower,Entertainment,Entry fee,
11/05/2024,16.99,GBP,Bodlian library,Other,Miscellaneous,
11/05/2024,10.20,GBP,Pret,Food & Drinks,Take aways,
12/05/2024,10.25,GBP,Tariq Halal,Food & Drinks,Grocery,
12/05/2024,15.30,GBP,Tesco,Housing,Household Product,
12/05/2024,42.26,GBP,Tesco,Food & Drinks,Grocery,
12/05/2024,3.00,GBP,Exotic,Housing,Household Product,
12/05/2024,48.08,GBP,Exotic,Food & Drinks,Grocery,
12/05/2024,1.89,GBP,Hevs best,Food & Drinks,Grocery,
14/05/2024,48.00,GBP,SKY TV,Utility,TV & Broadband,
14/05/2024,8.36,GBP,SPAR,Food & Drinks,Grocery,
14/05/2024,5.00,GBP,Lyca,Utility,Phone Bill,
14/05/2024,2.00,GBP,Bus,Transportation,Transport_Local,
15/05/2024,13.25,GBP,TV license ,Entertainment,Subscription,
15/05/2024,175.00,GBP,Council ,Housing,Council tax,
16/05/2024,17.25,GBP,Amazon ,Housing,Household Product,
18/05/2024,46.87,GBP,Tesco,Food & Drinks,Grocery,
18/05/2024,2.94,GBP,SPAR,Food & Drinks,Grocery,
18/05/2024,8.98,GBP,Tariq Halal,Food & Drinks,Grocery,
18/05/2024,5.50,GBP,Blue Colla,Food & Drinks,Take aways,
18/05/2024,1.99,GBP,Microsoft,Other,Miscellaneous,
18/05/2024,5.40,GBP,Bus,Transportation,Transport_Local,
18/05/2024,0.50,GBP,Next,Personal care,Clothing(other),
18/05/2024,14.00,GBP,Next,Personal care,Clothing(own),
18/05/2024,2.75,GBP,M&S,Food & Drinks,Grocery,
18/05/2024,12.10,GBP,M&S,Personal care,Clothing(other),
18/05/2024,1.50,GBP,Wenzels,Food & Drinks,Grocery,
18/05/2024,9.50,GBP,Primark,Personal care,Clothing(other),
19/05/2024,43.50,GBP,Thames Cruise,Entertainment,Entry fee,
19/05/2024,5.40,GBP,Bus,Transportation,Transport_Local,
19/05/2024,5.50,GBP,Ice Cream,Food & Drinks,Take aways,
19/05/2024,38.80,GBP,Masakali,Food & Drinks,Eating Out,
19/05/2024,18.99,GBP,Amazon ,Personal care,Clothing(other),
20/05/2024,3.31,GBP,SPAR,Food & Drinks,Grocery,
20/05/2024,12.99,GBP,Amazon,Personal care,Clothing(other),
22/05/2024,10.34,GBP,SPAR,Food & Drinks,Grocery,
22/05/2024,2.00,GBP,Bus,Transportation,Transport_Local,
23/05/2024,3.40,GBP,Bus,Transportation,Transport_Local,
23/05/2024,3.25,GBP,Entertainer,Other,Miscellaneous,
23/05/2024,4.70,GBP,Poundland,Other,Miscellaneous,
23/05/2024,4.20,GBP,Flying tiger,Other,Miscellaneous,
23/05/2024,9.72,GBP,SPAR,Food & Drinks,Grocery,
23/05/2024,21.00,GBP,Primark,Personal care,Clothing(other),
23/05/2024,6.00,GBP,Primark,Housing,Household Product,
24/05/2024,3.40,GBP,Bus,Transportation,Transport_Local,
24/05/2024,12.55,GBP,Tesco,Housing,Household Product,
24/05/2024,14.85,GBP,Tesco,Food & Drinks,Grocery,
24/05/2024,10.10,GBP,Exotic,Housing,Household Product,
24/05/2024,21.43,GBP,Exotic,Food & Drinks,Grocery,
24/05/2024,7.72,GBP,Amees kitchen,Food & Drinks,Grocery,
24/05/2024,34.99,GBP,Cakebox,Food & Drinks,Grocery,
25/05/2024,5.50,GBP,Bus,Transportation,Transport_Local,
25/05/2024,49.50,GBP,Train to london,Transportation,Transport_Vacation,
25/05/2024,21.62,GBP,McD,Food & Drinks,Eating Out,
25/05/2024,72.50,GBP,Bubble Planet,Entertainment,Entry fee,
25/05/2024,4.50,GBP,Ice Cream,Food & Drinks,Take aways,
25/05/2024,2.30,GBP,M&S,Food & Drinks,Grocery,
26/05/2024,3.40,GBP,Bus,Transportation,Transport_Local,
26/05/2024,3.00,GBP,Tesco,Housing,Household Product,
26/05/2024,24.69,GBP,Tesco,Food & Drinks,Grocery,
26/05/2024,6.09,GBP,SPAR,Housing,Household Product,
26/05/2024,7.00,GBP,SPAR,Food & Drinks,Grocery,
26/05/2024,148.44,GBP,Zyka,Food & Drinks,Take aways,
27/05/2024,5.50,GBP,Bus,Transportation,Transport_Local,
27/05/2024,32.25,GBP,IKRA,Housing,Household Product,
27/05/2024,4.50,GBP,SPAR,Food & Drinks,Grocery,
28/05/2024,115.98,GBP,Octopus ,Utility,Gas & Electricity,
28/05/2024,12.99,GBP,Google ,Entertainment,Subscription,
29/05/2024,6.26,GBP,SPAR,Food & Drinks,Grocery,
30/05/2024,3.00,GBP,Exotic,Food & Drinks,Grocery,
31/05/2024,7.99,GBP,Amazon ,Personal care,Clothing(other),
31/05/2024,260.00,GBP,India ac,Saving,Saving,
01/06/2024,40.00,GBP,maa,Allowance,Allowance_Parent,
01/06/2024,10.93,GBP,Exotic,Food & Drinks,Grocery,
01/06/2024,14.61,GBP,Tariq Halal,Food & Drinks,Grocery,
01/06/2024,6.00,GBP,Tesco,Personal care,Clothing(other),
01/06/2024,5.80,GBP,Tesco,Personal care,Miscellaneous,
01/06/2024,11.60,GBP,Tesco,Housing,Household Product,
01/06/2024,48.81,GBP,Tesco,Food & Drinks,Grocery,
01/06/2024,16.46,GBP,Exotic,Food & Drinks,Grocery,
01/06/2024,55.68,GBP,Train to bournmouth,Transportation,Transport_Vacation,
01/06/2024,9.00,GBP,EE,Utility,Phone Bill,
01/06/2024,5.50,GBP,Bus,Transportation,Transport_Local,
01/06/2024,5.60,GBP,Greegs,Food & Drinks,Take aways,
01/06/2024,8.99,GBP,Prime,Entertainment,Subscription,
01/06/2024,5.60,GBP,Go South Bus c,Transportation,Transport_Other,
01/06/2024,7.50,GBP,Beach Shop,Other,Shopping,
01/06/2024,1.50,GBP,Sea front minimark c,Food & Drinks,Take aways,
01/06/2024,20.60,GBP,McD,Food & Drinks,Eating Out,
01/06/2024,2.50,GBP,News and gift,Food & Drinks,Grocery,
01/06/2024,3.99,GBP,Beach Shop,Other,Shopping,
01/06/2024,6.50,GBP,Coffee ,Food & Drinks,Take aways,
01/06/2024,2.50,GBP,S&D,Food & Drinks,Grocery,
01/06/2024,1.00,GBP,Asda c,Food & Drinks,Grocery,
01/06/2024,8.15,GBP,M&S,Food & Drinks,Grocery,
02/06/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
02/06/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/06/2024,12.99,GBP,Amazon ,Personal care,Clothing(other),
02/06/2024,21.12,GBP,Exotic,Food & Drinks,Grocery,
02/06/2024,4.48,GBP,SPAR,Food & Drinks,Grocery,
02/06/2024,6.90,GBP,SPAR,Food & Drinks,Grocery,
04/06/2024,5.00,GBP,Lyca,Utility,Phone Bill,
05/06/2024,7.12,GBP,SPAR,Food & Drinks,Grocery,
06/06/2024,1200.00,GBP,Rent,Housing,Rent,
06/06/2024,14.90,GBP,Postman,Other,Miscellaneous,
06/06/2024,2.00,GBP,Bus,Transportation,Transport_Local,
06/06/2024,7.73,GBP,SPAR,Food & Drinks,Grocery,
08/06/2024,5.50,GBP,Bus,Transportation,Transport_Local,
08/06/2024,8.79,GBP,Tariq Halal,Food & Drinks,Grocery,
08/06/2024,5.30,GBP,Tesco,Personal care,Miscellaneous,
08/06/2024,15.45,GBP,Tesco,Housing,Household Product,
08/06/2024,24.83,GBP,Tesco,Food & Drinks,Grocery,
08/06/2024,3.00,GBP,Poundland,Other,Shopping,
09/06/2024,46.56,GBP,Exotic,Food & Drinks,Grocery,
09/06/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
09/06/2024,8.99,GBP,Hoichoi,Entertainment,Subscription,
10/06/2024,35.00,GBP,SKY Digital,Utility,TV & Broadband,
12/06/2024,53.00,GBP,SKY TV,Utility,TV & Broadband,
12/06/2024,7.26,GBP,SPAR,Food & Drinks,Grocery,
12/06/2024,3.24,GBP,SPAR,Food & Drinks,Grocery,
13/06/2024,5.00,GBP,Lyca,Utility,Phone Bill,
13/06/2024,8.44,GBP,SPAR,Food & Drinks,Grocery,
15/06/2024,2.00,GBP,Bus,Transportation,Transport_Local,
15/06/2024,5.50,GBP,Bus,Transportation,Transport_Local,
15/06/2024,6.20,GBP,Tesco,Housing,Household Product,
15/06/2024,33.71,GBP,Tesco,Food & Drinks,Grocery,
15/06/2024,16.19,GBP,Exotic,Food & Drinks,Grocery,
15/06/2024,10.00,GBP,Matalan,Personal care,Clothing(own),
15/06/2024,28.00,GBP,Matalan,Personal care,Clothing(other),
15/06/2024,5.50,GBP,Matalan,Other,Shopping,
15/06/2024,13.29,GBP,Starbucks,Food & Drinks,Eating Out,
15/06/2024,1.59,GBP,Seoul plaza,Food & Drinks,Grocery,
15/06/2024,7.00,GBP,Poundland,Other,Miscellaneous,
16/06/2024,2.87,GBP,Exotic,Food & Drinks,Grocery,
16/06/2024,5.39,GBP,Tesco,Housing,Household Product,
16/06/2024,15.00,GBP,Barber,Personal care,Miscellaneous,
16/06/2024,3.40,GBP,Bus,Transportation,Transport_Local,
16/06/2024,11.95,GBP,School photo,Other,Miscellaneous,
17/06/2024,13.25,GBP,TV licence ,Entertainment,Subscription,
17/06/2024,175.00,GBP,Reading council,Housing,Council Tax,
17/06/2024,3.40,GBP,Bus,Transportation,Transport_Local,
